tweet_id,text,keyword
1474007165845348353,querooo um macaco 🥺,macaco
1474007061977616394,Inflando o macaco https://t.co/NWqxeJ5iJ4,macaco
1474006711778177024,@tanuki_lenon macaco eh gente boa dms,macaco
1474006691255574534,"RT @marcbro11: Pegada monstra hj com o @NovinhoSPt -  sarrando, suando e beijando muito. Se liga ae no tesão com o mlk... @frotnegro @carak…",macaco
1474006611047989253,@Leo73747595 @Gamersnanet_ Mas e chamar de macaco?,macaco
1474006610104266754,não entendo qual a dificuldade de respeitar que eu odeio macaco,macaco
1474006023157563402,@ankindol_j1 Jamais macaco de merda,macaco
1474005854512889858,"@geraldoalckmin Burro demais. Aí o Lula ganhou dobrado. Não precisa te colocar como vice, ainda te queimou caso resolva concorrer ao governo de SP. Um macaco véio desses caiu na prosa do barba, caiu igual pato.",macaco
1474005104239988736,"finalmente estou curado. não quero mais um romance, eu quero é ficar foda que nem o baki e macetar macaco gigante.",macaco
1474004759841542153,"falei pra minha psicologa q esse corpo nao me pertence ela disse ""qual é seu corpo então"" eu respondi q nao sabia dai ela falo -oq se aproxima mais do seu corpo desejado então?- e eu "" O MACACO LOUCO",macaco
1474004739448840195,@itoricke O macaco sendo torturado ao fundo,macaco
1474004713104367618,"RT @ComplexoOfc: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/8pmPTwGmgF",macaco
1474004661703254025,"@exame A imprensa tá muito precipitada, e eleitores também, o Alckmin é macaco velho, tá rondando os terrenos, avaliando as alternativas! Nada está fechado, não dividem de conversa com Moro ou Simone",macaco
1474004617549725704,"@BetclicPortugal Luis Diaz, Porto passa + macaco_batata",macaco
1474004448829755396,@farofadecebola os cara se acha muito inteligente por entender oq qualquer macaco entenderia,macaco
1474004382203191308,"@flamenguismo_ é óbvio que ele vai falar que não quer mano isso é óbvio, ele ainda tem contrato com o Benfica, flamenguista parece que parou no macaco na linha do tempo da evolução",macaco
1474004207393026049,@SeiErrado Argentino imitando macaco nos estádios pra falar de brasileiros ✨✨✨🦋🦋🦋,macaco
1474003173358645253,@BetclicPortugal #ClássicoBetclic + macaco_batata,macaco
1474003143113519106,"RT @pkmsmntj: colocaram um macaco lambendo o próprio pau na tl, vão se fuder namoral",macaco
1474003063589552136,"RT @ComplexoOfc: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/8pmPTwGmgF",macaco
1474002998120615944,@lorobertin Deriva passou no ita po e tu ja fez oq? Pq eu não fiz nada sou um macaco pera ai po,macaco
1474002893283934212,Eu baixei um pack de figurinha de macaco nunca fui triste,macaco
1474002482779021315,"@Gamersnanet_ Não foi racismo também chamar o cara de ""macaco""?",macaco
1474002213617946628,"e chamando o abel de macaco também, já criaram conta fake pra me chamar de preto nojento etc etc, agora essa conta de xo ontem que criou uma conta pra me chamar de feio e por cima chamar um amigo meu de macaco sinceramente a gente tenta, mas não dá pra ter paz sendo preto",macaco
1474002212363907073,"algumas pessoas me chamam de militante e já chegaram a falar que eu só falo de racismo mas na verdade nem aqui a gente consegue se safar de comentários racistas, o motivo de eu ter parado de usar o cc foi que a um tempo atrás me mandaram perguntas me chamando de macaco+",macaco
1474001815490420745,Que macaco gigante,macaco
1474001387277197320,@L3itadas_l03n_ vai tomar um porre três da tarde seu macaco Kkkkkkkk,macaco
1474001248785469442,Daria tudo p ti ter por algumas horas comigo só p eu deitar no seu colo e ouvir a história do macaco Chico,macaco
1474001101527691270,@LGiral10 foi literalmente isso eu dei bom dia pelo teams do celular enquanto descarregava o rabo do macaco na privada,macaco
1474000805795614720,"""Macaco Sessions: Pablo (Completo)"", umas seis cervejinhas, e uma mesa e cadeira amarela da skol.. não é pedir muito!",macaco
1474000419940614154,"@JornalOGlobo Os caras imitam um macaco por um minuto direto, é tratado como “suspeito” e ainda perguntam se ele pode ir na delegacia assim que passar Natal e Ano novo pra responder algumas perguntas.
Entendi!",macaco
1474000283885789188,"@FeijoadaSim @DavisWrld vdd, os caras parecem uma aparelhagem chamando brasileiro de macaco em call",macaco
1473999579578175490,Quero um macaco foda se,macaco
1473999537547132934,@icarobba @AbelRod53983194 @MiBolsonaro Ahahahaj vá pentear macaco cidadão! Vai votar em ladrão,macaco
1473999504319856645,"@92untitledchan Nem eu sei direito, são uns negocio de macaco sei lá",macaco
1473999400460554244,"Argentino é merda! 

prova real disso? cai numa sala com um argentino, fala algo e espera ele falar algo que não seja te chamando de macaco, brasileiro puto, sopa de macaco e etc. https://t.co/8i0RoIAttn",macaco
1473998790428397577,@kofdadepressao É tá feio o máxima. Essas costeletas tá fazendo ele parecer um macaco.,macaco
1473998707393798148,"@DeiaKirch @ooohAndre @marcotulioneri @FBITricolor @Leogerchmann Isso aí, continue tentando apontar casos isolado em outros clubes enquanto seus torcedores ainda usam o termo macaco imundo",macaco
1473998421010833418,"RT @complexoCPX: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/tOk7v0j6dc",macaco
1473998201271246852,"RETROSPECTIVA DO ANO:
(sem mentir)

1. morta
2. sim
3. sim
4. horrores
5. eu tenho cara disso?
6. ngm
7.  nao
8. macaco
9. nada po gbt boa
10. nem tenho
11. sla ach9 q n sei
12. sim e nao
13. morrer

curte que eu mando",macaco
1473997864191893506,"@skyemxlfoy Mas já que esse jogo só tem criança mimada que copia tudo que os pros fazem pra insultar alguém, todo mundo começou a usar na mal intenção, pq literal era um emoji tão esquecido e todo mundo começou a querer usar esse emoji tão específico, e tem cara que manda chamando de macaco",macaco
1473997450499268612,@laurinhaa_lima_ daqui a pouco pega a doença do macaco,macaco
1473997297080053762,"@skyemxlfoy Eu sei que todos do ta falando não pq nao quer pagar de racista, esse emoji esquecido era usado pelos argentinos pra insultar os br, e todo mundo sabe disso, vi até uma vez na live do Filipe um cara fazer isso e chamar ele de macaco +",macaco
1473996993424941056,"@hang_fc Coça a cabeça
E bate o pé no chão
Mexe os bracinhos
Rebola de montão
Essa é a dança do Macaco brincalhão 🐒",macaco
1473996282230366210,"Infelizmente a maioria das pessoas só acham que racismo é chamar o outro de macaco e ser depreciativo explicitamente para com a cor ou traços da vítima. Falta muito pra avançar na luta anti racista pq o desconhecimento é enorme. Naturalizam o racismo estrutural/recreativo, etc.",macaco
1473996214328823808,"@1nidunite tem praias bem mais vazias, da p a gnt marcar de ir. Praia do Macaco, Gramame, Arapuca, geralmente é onde surfo",macaco
1473996112172355591,@_Vinicin00 Quero ver ir pro x1 com macaco nas travinha valendo 200 conto kkk,macaco
1473995850389102594,"SALADA VERDE:  Livro infantil conta história do sauim-de-coleira, macaco ameaçado da Amazônia - https://t.co/gL0hyucSU5 https://t.co/2Y5oQFtIPA",macaco
1473995803068928000,@fairydreamys @clr2pp  a minha de macaco&gt;&gt;&gt;,macaco
1473995743866331139,Macaco depressivo https://t.co/zfku1m6HCV,macaco
1473995508901421058,"RT @majuaguiar: caralho 
bateu uma onda forte
to vendo macaco
EM CIMA DO POSTE",macaco
1473994636108644359,"@babyjaguarl coé, morro do macaco em cotia?",macaco
1473994396978790401,"RT @TROPADOURSOOFC: OS FAIXA PRETA DO CV ABELHA, URSO, PROFESSOR E MACACO RUSSO 🎶🐻🦧🐝👨‍🏫🚩🥈🥋 https://t.co/KVY8n5EtFS",macaco
1473994263444832258,po eh mt esquisito professor que fica explicando como se eu fosse um macaco completamente isolado da realidade,macaco
1473993748828807177,macaco não mata macaco então deixa eu ti passa qual eh minha visao.......,macaco
1473993451347877891,"Todo mundo gosta de soltar lorota, falar o que quer, brincar, tirar onde, mas só gosta de fazer com os outros. Quando é consigo mesmo, acontece um show. Acha ruim, fica com raiva, de cara feia. Eu fico só cubando. Macaco só da fé do rabo do outro, que nem mainha diz. Kkkkk",macaco
1473993170241392642,bater em macaco ou expandir meu reino?,macaco
1473992451635486726,"RT @TROPADOURSOOFC: OS FAIXA PRETA DO CV ABELHA, URSO, PROFESSOR E MACACO RUSSO 🎶🐻🦧🐝👨‍🏫🚩🥈🥋 https://t.co/KVY8n5EtFS",macaco
1473992426515836933,Uma das vantagens do calor é que o rabo de macaco aproveita pra esticar as flores https://t.co/O4KOPXy3LU,macaco
1473990875923554314,Abelha 🐝Urso🐻 Professor 🧑‍🏫Macaco Russo 🦧 🎶🚩 https://t.co/xkE9SRAcCO,macaco
1473990860677292040,"@azirasailor Todas as vezes que desço as escadas meu prédio com a minha filha no colo, eu falo ""se segura macaco aranha"" kkkkkkkkkk",macaco
1473990849142874116,"@Guilhermeagv O macaco preso pode significar apertos financeiros ou preconceitos reprimidos. Sobre a droga você deve ficar atento e saber em quem confiar, não dê as costas pra qualquer um",macaco
1473990213202595842,"@jp_barreto31 Rapaz, é a banana q tá comendo o macaco mesmo...",macaco
1473989999272120321,"RT @ComplexoOfc: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/8pmPTwGmgF",macaco
1473989268901093378,RT @moarajuliana: assistindo get back e lembrando da vez que o macaco louco arrumou uma namorada que era tipo a yoko https://t.co/HCwqCYpQ9P,macaco
1473989052332654594,RT @eoDIOGOCOSTTA: @hang_fc se vc soubesse oque irá acontecer no dia do macaco vc estaria biruta https://t.co/gdcCRh1rwa,macaco
1473988972259024899,"Latino, pare de dar narguilé para o macaco Twelve imediatamente 😡😡😡😡😡😡 https://t.co/2Igvz1QRD6",macaco
1473988785318858756,@soulinda333 esquece😭 e ela a dizer q basta teres um macaco e o teste da positivo... dps de afirmar q nc teve covid... gostava de ver quantoa testes ela fez pq ou deram todos positivos e ela n acreditou ou n fez nenhum,macaco
1473988408821403649,@Ana_Livyada AIIIII O MACACO DE BAIXO SEGURANDO NO BRACOOKKKKKKKKKKK cada detalhe importa,macaco
1473988325715365889,"@brunoandrd #CalorDaNoite e as dificuldades semânticas. 
É a genética do Macaco. https://t.co/3AaVvgjnjE",macaco
1473988320887775244,"mano vai se fuder tem um macaco me ligando desde madrugada, aí eu atwndo E O FIMHO DA PITA DESLIGA",macaco
1473988067186909189,"@macaco_copero Tem a mudança de tempo tbm, o tempo seco hahaha espero q seja isso",macaco
1473987419158503424,@piolhodedente Vei kkkkkkkkkkkk pq q macaco é assim mano,macaco
1473986440279343108,Savana colocou um macaco batendo uma na minha tl aqui q eu tô pensativo,macaco
1473986421086109701,"RT @complexoCPX: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/tOk7v0j6dc",macaco
1473985667625533441,"@SeiErrado Odeio argentinos só sabem me chamar de macaco, bando de boludo desgraçado.",macaco
1473982340636368898,rato esqueletico comendo oleo de macaco travado,macaco
1473982209589661700,"RT @complexoCPX: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/tOk7v0j6dc",macaco
1473981483287257091,"RT @PortalMigalhas: Porteiro chamado de ""preto safado"", ""macaco"" e ""gay"" será indenizado.  https://t.co/kQqH734HCs",macaco
1473981428878692357,@AlvaroMax9 @dfcjo15 @Rebeldedobrf @LucasNestor13 @TraficoRlq01 Nesse dia  matamos  muito no macaco 🙅🏻‍♂️🩸,macaco
1473980515627716608,"@Thasloy Pior que tô só o macaco do latino por outras razões, se eu tomar vai dar muito ruim",macaco
1473980329190993920,"@Taiyoboy75 É por isso que as coleções tão saindo a cada dia e cada vez mais com tema genericos
Tem coleção de
Macaco
macaco low polly
macaco alter
leão
bicho feio
Religião
George Flyod
Patos
Memes

E POR
AI VAI",macaco
1473979722958839809,mamãe macaco tirando fiapo da banana,macaco
1473979246318178309,"#BOMDIA
Em alguns ângulos o rosto fica bem maneiro no modelo.
Espero que mexam um pouco mais para tirar a impressão de parecer um macaco.
Fiz vídeo de react, só que não vou lançar.
Foi empolgação zero. Ver uma imagem vazada (mesmo que desfocada) me desanimou. 
#KOFXV #MAXIMA https://t.co/bjaJQQW3WL",macaco
1473978757891469313,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978757891383300,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978757845299205,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978757841133574,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978757820162050,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978757807587331,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978757807550464,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978688328904708,"Uma semana sem usar droga e eu já quero matar um, me matar, botar fogo num banco, sair gritando no meio da rua, quebrar um celular, chutar um macaco, bater na minha televisão... Mas drogas fazem mal sim, viu gente",macaco
1473978240729595910,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978187596115972,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978159028744194,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978158894440453,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978158856744963,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978158772895755,RT @NormanIovesYou: caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado…,macaco
1473978136627130375,caraio joão pessoa desemprego comprou macaco de maquiagem do açaí mano maconha bolsonaro agiota da UFSC ônibus baseado olinda carlos tem bot pra tudo ceilândia livro cavalo tóxico macho quarentena desculpa por ser homem dattebayo cuzao uai https://t.co/5fCpdjnXeJ,macaco
1473977846376939520,"Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/8pmPTwGmgF",macaco
1473977444596076547,mano e essa fita dos macaco matando os cachorro,macaco
1473977409623846916,"@dez_no_macaco @GabrielDrint @_makavelijones Com certeza, foi traição sim, foi sujo o que o PT fez com a classe trabalhadora.",macaco
1473977172436168705,"RT @PortalMigalhas: Porteiro chamado de ""preto safado"", ""macaco"" e ""gay"" será indenizado.  https://t.co/kQqH734HCs",macaco
1473977134880284675,"hoje eu vi um golfinho no telhado, uma baleia no sofá um macaco preso dentro de um aquário",macaco
1473976642473181191,"@Xangocpx @OrlandoCJogador @TraficoRlq01 @Rebeldedobrf @xangocpx qual é mn, fala dessa guerra aí, eu acompanhei de longe.Falaram que no Macaco tinha 12 fuzil naquela guerra,o resto era pistola e metraca e msm assim os cria sustentaram .Os menor do bonde do bb representou.Falaram tb que o LG tava na guerra.Scooby pediu pro bebezao +",macaco
1473975640227463174,RT @deamenol: @adriano_tweddle @thiamparo Inclua análise de discurso no seu rolê. É uma forma de entender quem nem toda manifestação de rac…,macaco
1473975498678185991,@nanda_saguadin @memesduvido Eu de macaco,macaco
1473975062109855749,"RT @complexoCPX: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/tOk7v0j6dc",macaco
1473975020531630080,"RT @YangziBr: 💌 Fatos e curiosidades💌

Signo chinês: Macaco
Altura : 1.67cm
Tipo sanguíneo: A

Seus hobbies incluem cantar, tocar violão, n…",macaco
1473974359219916804,"@zastrich @PauloPMSs @Amy_Lee_86 @JornalOGlobo Sim, felizmente não são muitos e ficam na surdina.

Exceto um ou outro que sai do armário e pinta suástica na piscina, imita macaco em estádio de futebol, diz que índio e gay é ""gente que não presta"" etc. E isso acontece mais no Sul que em qualquer lugar.

https://t.co/b7D3zEtW9f",macaco
1473974228399824898,RT @_imthewallrus: when Mc Carol said “caramba bateu uma onda forte to vendo um macaco em cima do poste” I felt that,macaco
1473973519360958469,"RT @complexoCPX: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/tOk7v0j6dc",macaco
1473972580767997958,macaco surdo mudo e cego vo continua quieta,macaco
1473972518553800704,"RT @Daumling_: Macaco veio já, tfd KKKKKKKKKKKK",macaco
1473972274923511808,Comprar um macaco para fazer figurinhas,macaco
1473970868405604352,as pessoas nos comentários falando q querem um macaquinho e comparando um macaco com um cachorro eu vo me mat,macaco
1473970320042250247,Nao entendi a piada do máxima com o macaco.....,macaco
1473970178585083908,"RT @Setsuna199520: Kaiba Finalmente Encontrou O Macaco

#KOF15 #KOF #KOFXV https://t.co/BqrYxa1h6D",macaco
1473969968924532741,"@dodiskins Skin de Brawlers como animais da floresta, já tem o Surge Macaco",macaco
1473968817986588673,"Tava com saudade de ouvir uns indiezinho (música)

Uns macaco do artico, uns gorila e pa",macaco
1473968603410182148,eu já odeio quem tem macaco como pet e ainda ser burro o bastante pra ter esse contato kkkkk as pessoas brincam mt https://t.co/Y2hjOHziqY,macaco
1473967330715705349,"Dia 9
stand :Strength música : Macaco louco Salomão
link pra ouvir :
https://t.co/9VUZpxdeYy https://t.co/X7mqmsSVcE",macaco
1473967252076703746,@paollabration Acho que vou jogar macaco,macaco
1473966868830564352,"@DesejoDeMatar Ah velho, ando de moto há mais de 10 anos todo o dia e mesmo rodando defensivamente eu já fui atropelado 2x. (Hit and run) Não dá pra confiar no bostileiro médio, é perigoso pra CARALHO pq só tem macaco no volante e o elo frágil é vc, independente do equipamento de proteção!",macaco
1473966198417145857,"@BWandao @andy_carlos ""Márcia sensitiva diz que macaco quer banana"". Vai na opção mais provável.",macaco
1473966101692358657,@M00Ngabsy passa óleo de macaco que melhora,macaco
1473966021090418693,"RT @complexoCPX: Foi morador que me falou que todo mundo gostou…🎶
Tropa do macaco russo é a melhor gestão!!🦧🚩❤️ https://t.co/tOk7v0j6dc",macaco
1473965122687275015,@ExtremeMirri cadê tu macaco pra joga liga? Tem hj pra jogar com o Yuri vm jogar que hrs?,macaco
1473964743668944932,"não é a a pois aquilo é um macaco comun
nem a c pois aquilo é um homo sapiens
nem a d pois é um alien não catalogado

logo é a b https://t.co/LvvBgUsmIW",macaco
1473962962448695296,"@oantoniomr @dez_no_macaco @GabrielDrint @_makavelijones Pode mandar, mas assuma a responsabilidade junto com o PT. A política desastrosa da guerra as drogas teve apoio de praticamente todos os partidos. Isso não é política exclusiva do executivo. Mas sim, um dos maiores erros do PT foi a não política de segurança pública",macaco
1473962230467158025,"RT @_puppet: A diferença entre chamar alguém de macaco e mandar um ""eu pago teu salário"" é só a coragem. Respeito mais a do primeiro, inclu…",macaco
1473961813377171463,"RT @TaxiAlphaville: Passageiros e motoristas colocam em xeque modelo de aplicativos de transporte 
Por Paulo Silvestre  https://t.co/HyLJvq…",macaco
1473961481632894982,"É a verdade sim, ela estava no lugar dela e eu no meu.
Cada macaco no seu galho
Sou médium ne? https://t.co/fuxCCitdtA",macaco
1473961321796407300,@macaco_tuiteiro ia ser mitada demais,macaco
1473961227059662851,"Porteiro chamado de ""preto safado"", ""macaco"" e ""gay"" será indenizado.  https://t.co/kQqH734HCs",macaco
1473960705611153408,COMO DESVER UM MACACO EM ATO QUE BOTARAM NA MINHA TML,macaco
1473959606019923972,"RT @bruninhavas: Por isso que quando leio “ain, mas colocaram questão racial até nisso?!”, respondo mentalmente: sim, coleguinha, ter atitu…",macaco
1473959251848617987,"Tnc carai, um macaco em cima da casa, sifudê",macaco
1473958145429061635,@RainhaIncel Olha os zoi desse macaco. Agora entendi qnd o caco antibes xingava os outros de olho-junto. Tava chamando de mamaco,macaco
1473957760823971845,"RT @TROPADOURSOOFC: OS FAIXA PRETA DO CV ABELHA, URSO, PROFESSOR E MACACO RUSSO 🎶🐻🦧🐝👨‍🏫🚩🥈🥋 https://t.co/KVY8n5EtFS",macaco
1473957334095478794,"RT @TROPADOURSOOFC: OS FAIXA PRETA DO CV ABELHA, URSO, PROFESSOR E MACACO RUSSO 🎶🐻🦧🐝👨‍🏫🚩🥈🥋 https://t.co/KVY8n5EtFS",macaco
1473956637744504832,"eu acordei as 3 da manhã hj mordendo a minha lingua, alguém sabe se isso tem um significado ou se eu só sou um macaco msm?",macaco
1473956163217764352,"RT @_puppet: A diferença entre chamar alguém de macaco e mandar um ""eu pago teu salário"" é só a coragem. Respeito mais a do primeiro, inclu…",macaco
1473955770580758528,"👤 Personagem:Strength
🎬Parte:3 Stardust Crusaders
1️⃣ Primeira aparição no anime: episódio 7
saporra é literalmente um barco e é o stand do macaco(🦧) https://t.co/Tvf1veHBej",macaco
1473955320548503560,eh por isso q reafirmo que branco continua racista em sua essencia pq p eles racismo eh ser chamado de macaco e qualquer coisa q a gente aponte acima disso eh frescura da nossa parte https://t.co/Fjacn3SqZc,macaco
1473953471774744576,A turma do macaco cada vez mais sumida. Nada como o tempo para revelar quem está certo. https://t.co/nL1SgjtT2s,macaco
1473953395027460102,@mu_tome @Maxiexe10_ @VLMDF2 @octabjs12 @TNTSportsAR Árabe disse o macaco 😂😂,macaco
1473953286369730574,@leo_souza40 @Maxiexe10_ @VLMDF2 @octabjs12 @TNTSportsAR Alienígena disse o macaco 😂😂. Lingua de merda 😂😂,macaco
